id,name,positions,foot,height,age,nationality,current_club,gls,assists,mp,league,cpf
a8c0acb7,Kristoffer Ajer,Defender Midfielder,Right,196,27,Norway,cd051869,0,0,24,Premier League,37232aec b81aa4fa cd051869 25f1fd26
57c94db2,Mads Roerslev,Defender Midfielder,Right,184,25,Denmark,4eaa11d7,0,2,26,Bundesliga,4eaa11d7 48e1a6dd cd051869 17366e53 18050b20
0f134faf,Mathias Jensen,Midfielder,Right,173,29,Denmark,cd051869,0,2,24,Premier League,cd051869 f25da7fb 1850e3f9
966e28d0,Fabio Carvalho,Midfielder Forward,Right,180,22,Portugal,cd051869,2,1,19,Premier League,33861392 822bd0ba 415ce479 fd962109 cd051869 bd8769d1 acbb6a5b
8df7a2fb,Ben Mee,Defender,Left,180,35,England,cd051869,0,0,7,Premier League,a2d435b3 cd051869 943e8050
e19660a8,Michael Kayode,Defender,Right,None,20,Italy,cd051869,0,2,22,Premier League,cd051869 421387cf
57a34cf4,Hakon Rafn Valdimarsson,Goalkeeper,Right,None,23,Iceland,cd051869,0,0,2,Premier League,cd051869 50e85bfc
8a3ddcd2,Edmond-Paris Maghoma,Midfielder,None,None,24,England,cd051869,0,0,8,Premier League,445d3104 fcf5b1e1 456c5e63 cd051869 8b9bf22a
dc45ac24,Thiago,Forward,Right,188,23,Brazil,cd051869,0,0,8,Premier League,03ff5eeb cd051869 488c6ba1 f1e6c5f1
07382f6c,Jayden Meghoma,Defender,None,176,18,England,22df8478,0,1,13,Premier League,22df8478 cd051869 33c895d4 179c33c7
732327ae,Ryan Trevitt,Midfielder,None,170,22,England,05791fbc,1,0,12,Premier League,05791fbc cd051869
8a3c1dc7,Rico Henry,Defender Midfielder,Left,170,27,England,cd051869,0,0,5,Premier League,cd051869 d96bbc04
f4065d9e,Kim Jisoo,Defender,None,192,20,Korea Republic,cd051869,0,0,3,Premier League,bba63bc9 cd051869
2944f86f,Frank Onyeka,Midfielder,Right,183,27,Nigeria,0cdc4311,0,1,33,Bundesliga,3c4fb635 cd051869 0cdc4311
e02b5b36,Yunus Emre Konak,Midfielder,Right,181,19,Turkey,cd051869,0,0,10,Premier League,c63f6c0c cd051869
e504780f,Gustavo Nunes,Midfielder,None,None,19,Brazil,cd051869,0,0,3,Premier League,cd051869 d5ae3703
ea1a5662,Myles Peart-Harris,Midfielder,Right,187,22,England,fb10988f,3,4,29,Championship,09080694 76ffc013 f1eb9593 fb10988f cd051869
4cccbed1,Tony Yogane,Midfielder,None,None,19,England,05791fbc,0,2,18,Premier League,05791fbc cd051869
fea06849,Matthew Cox,Goalkeeper,None,182,22,England,0cd8eef2,0,0,3,League One,654f3ca6 8b9bf22a 0cd8eef2 cd051869
e839dde1,Julian Eyestone,Goalkeeper,None,180,19,United States,cd051869,0,0,0,None,cd051869
093f0923,Benjamin Arthur,Defender,None,None,19,England,cd051869,0,0,0,None,cd051869
ad31049a,Iwan Morgan,Forward,None,None,19,Wales,cd051869,0,0,0,None,cd051869
fde367e5,Benjamin Fredrick,Defender,None,None,19,Nigeria,cd051869,0,0,0,None,cd051869
1780bb4a,Aaron Hickey,Defender Midfielder,Both,175,22,Scotland,cd051869,0,0,0,Premier League,7c77b0bc 1d8099f8 cd051869
3d214e5f,Marco Bizot,Goalkeeper,Right,183,34,Netherlands,fb08dbb3,0,0,41,Ligue 1,fb08dbb3 3986b791 5c9e307a 1e972a99 bec05adb
8577e60a,Mahdi Camara,Midfielder,Right,178,26,France,fb08dbb3,6,3,44,Ligue 1,fb08dbb3 d298ef2c
770d7eb8,Kenny Lala,Defender Midfielder,Right,178,33,Madagascar,fb08dbb3,3,2,38,Ligue 1,fd4e0f7d c0d3eab4 fb08dbb3 259d3345 2fdb4aef
16aa7d4c,Brendan Chardonnet,Defender,Right,181,30,France,fb08dbb3,1,0,36,Ligue 1,fb08dbb3
462475ed,Ludovic Ajorque,Forward,Left,197,31,France,fb08dbb3,13,4,39,Ligue 1,d9676424 c0d3eab4 fb08dbb3 a224b06a
d4d35152,Hugo Magnetti,Midfielder,Right,180,26,France,fb08dbb3,2,0,42,Ligue 1,6283be2c fb08dbb3
5167c97e,Massadio Haidara,Defender Midfielder,Left,179,32,Mali,fb08dbb3,0,0,30,Ligue 1,fd4e0f7d 91df880d b2b47a98 fb08dbb3 e88fc6e5
8846a40f,Mathias Pereira Lage,Midfielder Forward,Right,180,28,Portugal,fb08dbb3,3,7,38,Ligue 1,d9676424 69236f98 fb08dbb3
b8cd2ae4,Abdoulaye Niakhate Ndiaye,Defender,Left,185,23,Senegal,fb08dbb3,1,0,24,Ligue 1,6283be2c d53c0b06 fb08dbb3 54195385
f5044e54,Pierre Lees-Melou,Midfielder,Right,185,32,France,fb08dbb3,3,2,25,Ligue 1,fb08dbb3 132ebc33 8dfb7350 1c781004
9226aa22,Kamory Doumbia,Midfielder,Right,170,22,Mali,fb08dbb3,3,2,40,Ligue 1,fb08dbb3 7fdd64e0
fdbde523,Abdallah Sima,Midfielder Forward,Right,188,23,Senegal,fb08dbb3,10,2,36,Ligue 1,17892952 111cbfb1 c85cd2da 69236f98 86b7acd2 fb08dbb3
3bb625ac,Edimilson Fernandes,Defender Midfielder,Right,190,29,Switzerland,fb08dbb3,1,1,29,Ligue 1,a224b06a f56127be 4b682260 247c4b67 fb08dbb3 2eaa8331 421387cf 7c21e445
547a72ad,Julien Le Cardinal,Defender,Right,182,27,France,fb08dbb3,1,1,20,Ligue 1,6283be2c fd4e0f7d fb08dbb3 056a5a75
fb14aa28,Mama Samba Balde,Midfielder Forward,Right,176,29,Guinea-Bissau,fb08dbb3,2,4,38,Ligue 1,54195385 8dfb7350 cfdb925a fb08dbb3 d53c0b06
0be95d34,Romain Del Castillo,Midfielder Forward,Left,172,29,France,fb08dbb3,6,4,33,Ligue 1,fb08dbb3 d53c0b06 b3072e00 724d8770 1cbf5f9e
745ca0a3,Romain Faivre,Midfielder Forward,Left,180,26,France,fb08dbb3,3,2,28,Ligue 1,4ba7cbea fb08dbb3 d53c0b06 d2c87802 fd6114db
9dff291c,Soumaila Coulibaly,Defender,Left,190,21,France,fb08dbb3,0,0,15,Ligue 1,fb08dbb3 40347053 add600ae c2e6b53b
3725b44f,Luc Zogbe,Defender,None,None,20,Cote d'Ivoire,fb08dbb3,0,0,14,Ligue 1,fb08dbb3
22721b88,Jordan Amavi,Defender,Left,176,31,France,fb08dbb3,0,0,12,Ligue 1,8602292d 5725cc7b fb08dbb3 7848bd64 132ebc33
cad3fd4d,Ibrahim Salah,Forward,Right,None,23,Morocco,fb08dbb3,1,1,18,Ligue 1,fb08dbb3 51e5a603 b3072e00
ca95200f,Gregoire Coudert,Goalkeeper,None,188,26,France,fb08dbb3,0,0,3,Ligue 1,25622401 c96d05af fb08dbb3
468fdbad,Jonas Martin,Defender Midfielder,Right,182,35,France,fb08dbb3,1,0,22,Ligue 1,c0d3eab4 fc536746 281b0e73 25622401 fb08dbb3 b3072e00 cb188c0c
2db7975a,Justin Bourgault,Forward,None,None,19,France,fb08dbb3,1,0,2,Ligue 1,fb08dbb3
88c4d190,Jeremy Le Douaron,Midfielder Forward,Left,189,27,France,ee058a17,6,1,35,Serie B,fb08dbb3 ee058a17
40221fa7,Bradley Locko,Defender,Left,180,23,France,fb08dbb3,0,0,2,Ligue 1,fb08dbb3 7fdd64e0
8fe2fb2a,Hamidou Makalou,Midfielder,None,164,18,Mali,fb08dbb3,0,0,4,Ligue 1,fb08dbb3
9f4a940f,Axel Camblan,Forward,None,168,21,France,259d3345,0,0,2,Ligue 1,fb08dbb3
0f86995c,Hianga Mananga Mbock,Midfielder,Right,186,25,France,e83d13db,1,0,28,Ligue 2,fb08dbb3 74229020 e83d13db
21ab03c8,Serigne Diop,Forward,None,187,20,Senegal,fb08dbb3,0,0,2,Ligue 1,fb08dbb3
5069b796,Achraf Dari,Defender,Right,190,26,Morocco,None,0,0,0,Ligue 1,fb08dbb3 140e320a
6f79fa09,Leo Botz,Forward,None,None,20,France,fb08dbb3,0,0,0,None,fb08dbb3
baafb999,Paris Irie,Defender,None,None,19,France,fb08dbb3,0,0,0,None,fb08dbb3
d3fe4369,Noah Jauny,Goalkeeper,None,194,20,Republic of Ireland,fb08dbb3,0,0,0,None,fb08dbb3
d97144ea,Raphael Le Guen,Defender,None,None,18,France,fb08dbb3,0,0,0,None,fb08dbb3
dcb5e162,Ibrahim Kante,Midfielder,None,None,18,France,fb08dbb3,0,0,0,None,fb08dbb3
2eac4248,Noan Geraux,Midfielder,None,None,19,France,fb08dbb3,0,0,0,None,fb08dbb3
ab13a5aa,Vicente Guaita,Goalkeeper,Right,191,38,Spain,f25da7fb,0,0,34,La Liga,f25da7fb 47c64c55 dcc91a7b 6e1d6d95 7848bd64
056269d7,Oscar Mingueza,Defender Midfielder,Right,184,26,Spain,f25da7fb,4,6,34,La Liga,206d90db f25da7fb
f4290206,Marcos Alonso,Defender Midfielder,Left,188,34,Spain,f25da7fb,3,0,31,La Liga,445d3104 cff3d9bb 206d90db f25da7fb 421387cf 8ef52968 53a2f082
08ec5e71,Javi Rodriguez,Defender,None,None,21,Spain,f25da7fb,3,2,36,La Liga,f25da7fb
ed5c5fa3,Fran Beltran,Midfielder,Right,172,26,Spain,f25da7fb,2,1,34,La Liga,98e8af82 f25da7fb
5cfec13d,Carl Starfelt,Defender,Right,185,29,Sweden,f25da7fb,1,0,28,La Liga,bb9e11b2 f25da7fb ef1ab26a b81aa4fa 5625a7da
f4c69aa6,Ilaix Moriba,Midfielder,Right,185,22,Guinea,f25da7fb,1,1,33,La Liga,206d90db f25da7fb dcc91a7b 7848bd64 acbb6a5b
75645f0e,Borja Iglesias,Forward,Right,187,32,Spain,f25da7fb,11,3,37,La Liga,800303a0 c7a9f859 fc536746 f25da7fb a8661628
8d6a9c93,Sergio Carreira,Defender Midfielder,Right,170,24,Spain,f25da7fb,0,4,23,La Liga,2a8183b3 6c8b07df f25da7fb 408a9724 3640715c
7dcf86f6,Iago Aspas,Midfielder Forward,Left,176,37,Spain,f25da7fb,10,5,30,La Liga,822bd0ba f25da7fb ad2be733
6f392eb8,Hugo Alvarez,Defender Midfielder,None,183,21,Spain,f25da7fb,4,3,26,La Liga,f25da7fb
6db116ec,Pablo Duran,Forward,None,162,24,Spain,f25da7fb,4,4,27,La Liga,f25da7fb
1c772b46,Alfon,Forward,Right,172,26,Spain,f25da7fb,5,2,26,La Liga,b7e3e46e f25da7fb dee3bbc8
184fe4b2,Williot Swedberg,Forward,Right,185,21,Sweden,f25da7fb,4,5,32,La Liga,92bfd7f0 f25da7fb
3aa74860,Hugo Sotelo,Midfielder,Right,189,21,Spain,f25da7fb,0,0,24,La Liga,f25da7fb
3521abfe,Carlos Dominguez,Defender,Left,187,24,Spain,f25da7fb,0,0,19,La Liga,f25da7fb
22371dee,Damian Rodriguez,Midfielder,None,190,22,Spain,f25da7fb,0,0,17,La Liga,f25da7fb
b2bd0f6c,Jonathan Bamba,Midfielder Forward,Right,175,29,Cote d'Ivoire,f9940243,2,4,14,MLS,d298ef2c 69236f98 f25da7fb cb188c0c 056a5a75 f9940243 80328a1e
853ca71c,Anastasios Douvikas,Forward,None,186,25,Greece,28c9c3cd,5,3,33,Serie A,2a428619 4a2c27a3 f25da7fb d884c383 28c9c3cd
675cacff,Fer Lopez,Midfielder,None,None,None,None,f25da7fb,2,0,17,La Liga,f25da7fb
cde52ef5,Ivan Villar,Goalkeeper,Right,183,27,Spain,f25da7fb,0,0,4,La Liga,9800b6a1 f25da7fb 7c6f2c78
edd4e7a5,Yoel Lago,Midfielder,None,None,21,Spain,f25da7fb,0,1,8,La Liga,f25da7fb
b4819112,Jailson Siqueira,Defender Midfielder,Right,178,29,Brazil,f25da7fb,0,0,13,La Liga,ae1e2d7d abdce579 d5ae3703 f25da7fb
ea0aa7e0,Mihailo Ristic,Defender Midfielder,Left,183,29,Serbia,f25da7fb,0,1,10,La Liga,fa11a9cc 099c6eb5 281b0e73 a77c513e f25da7fb ecb862be
5e1028e5,Franco Cervi,Midfielder Forward,Left,167,31,Argentina,f25da7fb,0,0,7,La Liga,87a920fa f25da7fb a77c513e
758dd7f0,Javier Manquillo,Defender,Right,175,31,Spain,f25da7fb,0,0,10,La Liga,b2b47a98 f25da7fb 5725cc7b 822bd0ba 8ef52968 db3b9613
41521385,Iker Losada,Midfielder,None,175,23,Spain,f25da7fb,1,0,22,La Liga,962428a8 f25da7fb fc536746
18abe173,Joseph Aidoo,Defender,Right,184,29,Ghana,17859612,0,0,9,La Liga,1e972a99 92bfd7f0 f25da7fb 17859612
75a66bed,Tadeo Allende,Midfielder Forward,Right,None,26,Argentina,cb8b86a2,5,0,11,MLS,ac9a09b4 cb8b86a2 f25da7fb
ca316820,Miguel Roman,Midfielder,Right,None,22,Spain,f25da7fb,0,0,0,None,5f79c4a9 f25da7fb
e9241b40,Luca de la Torre,Midfielder,Both,175,27,United States,91b092e1,3,1,15,MLS,91b092e1 c882b88e f25da7fb 415ce479 fd962109
4e9bcf57,Coke Carrillo,Goalkeeper,None,188,23,Spain,f25da7fb,0,0,0,None,f25da7fb
29dd3b2e,Jones El-Abdellaoui,Forward,None,184,19,Morocco,f25da7fb,0,0,0,None,f25da7fb
ed4e911a,Martin Conde,Defender,None,167,22,Spain,f25da7fb,0,0,0,None,f25da7fb
4e9548a4,Cesar Fernandez,Goalkeeper,None,181,21,Spain,f25da7fb,0,0,0,None,f25da7fb
5c4a7d66,Marc Vidal,Goalkeeper,None,None,25,Spain,f25da7fb,0,0,0,La Liga,73178cb3 f25da7fb
2628fd2b,Bernd Leno,Goalkeeper,Right,190,33,Germany,fd962109,0,0,38,Premier League,2959ee71 fd962109 18bb7c10 c7a9f859
289601e6,Antonee Robinson,Defender Midfielder,Left,179,27,United States,fd962109,0,10,36,Premier League,445d3104 e59ddc76 4d6fce81 415ce479 fd962109
a36524bf,Calvin Bassey,Defender,Left,185,25,Nigeria,fd962109,1,0,35,Premier League,19c3f8c4 fd962109 86b7acd2 90773bc8
6ca5ec4b,Alex Iwobi,Midfielder Forward,Right,180,29,Nigeria,fd962109,9,6,38,Premier League,d3fd31cc fd962109 ad0e69a2 18bb7c10
e34fc66d,Joachim Andersen,Defender,Right,190,28,Denmark,fd962109,0,0,30,Premier League,8ff9e3b3 7cae8c7d d53c0b06 47c64c55 fd962109 a1f721d3
b561db50,Raul Jimenez,Forward,Right,188,34,Mexico,fd962109,12,3,38,Premier League,18d3c3a3 8cec06e1 a77c513e fd962109 db3b9613
c6e8cf1f,Sasa Lukic,Midfielder,Right,183,28,Serbia,fd962109,0,2,30,Premier League,9800b6a1 105360fe fd962109 dde3e804
d0b6129f,Sander Berge,Midfielder,Right,190,27,Norway,fd962109,0,0,31,Premier League,60aa17d7 943e8050 fd962109 1e972a99 1df6b87e
6639e500,Andreas Pereira,Midfielder,Right,177,29,Brazil,fd962109,2,4,33,Premier League,a0435291 7213da33 92aca032 19538871 639950ae dcc91a7b fd962109
17695062,Emile Smith Rowe,Midfielder Forward,Right,182,24,England,fd962109,6,3,34,Premier League,f5922ca5 ad0e69a2 45bf2fb0 fd962109 18bb7c10 acbb6a5b
197640fd,Timothy Castagne,Defender Midfielder,Right,180,29,Belgium,fd962109,0,1,24,Premier League,1e972a99 a2d435b3 922493f3 fd962109
9a28eba4,Adama Traore,Midfielder Forward,Right,178,29,Spain,fd962109,2,7,36,Premier League,8602292d ea1d7427 7f59c601 206d90db 8cec06e1 fd962109
77d7c96f,Kenny Tete,Defender,Right,180,29,Netherlands,fd962109,0,2,22,Premier League,a26209d7 d53c0b06 415ce479 fd962109 19c3f8c4
a712ca2b,Issa Diop,Defender,Right,194,28,France,fd962109,0,0,21,Premier League,7c21e445 fd962109 3f8c4b5f
a755db8c,Rodrigo Muniz,Forward,Right,178,24,Brazil,fd962109,8,1,31,Premier League,7f59c601 d680d257 fd962109 639950ae
c6dc9ecd,Harry Wilson,Midfielder Forward,Left,173,28,Wales,fd962109,6,1,25,Premier League,75fae011 4ba7cbea f13a527f 822bd0ba 071dd6bd fd962109 26ab47ee bd8769d1
6aa3e78b,Ryan Sessegnon,Defender Midfielder Forward,Left,170,25,England,fd962109,4,2,16,Premier League,033ea6b8 456c5e63 fd962109 411a29ac 361ca564
a8748947,Tom Cairney,Midfielder,Left,183,34,Scotland,fd962109,2,0,25,Premier League,e090f40b fd962109 bd8769d1
0abc51f2,Jorge Cuenca,Defender,Left,187,25,Spain,fd962109,0,0,8,Premier League,2a8183b3 045c971f 78ecf4bb ea1d7427 206d90db fd962109 7848bd64
c5bdb6e3,Reiss Nelson,Midfielder Forward,Right,175,25,England,fd962109,1,1,12,Premier League,033ea6b8 fb4ca611 ad0e69a2 fd962109 18bb7c10
803ae100,Harrison Reed,Midfielder,Right,176,30,England,fd962109,0,0,12,Premier League,33c895d4 1c781004 e090f40b fd962109 ed54a8b3
caaa7fab,Steven Benda,Goalkeeper,Both,192,26,Germany,fd962109,0,0,0,Premier League,e4936888 e16a2df0 b3bf8d09 fd962109 fb10988f d6e6321c 1b295b25
8b9ebd03,Willian,Midfielder Forward,Right,175,36,Brazil,fd962109,0,1,20,Super League,bf4acd28 2fdb4aef d31db70e cff3d9bb fd962109 18bb7c10 e89d5a28
86109b3b,Joshua King,Midfielder,None,None,18,England,b3bf8d09,0,0,8,Premier League,fd962109 b3bf8d09
e0eea46f,Martial Godo,Midfielder,None,None,22,England,b3bf8d09,0,0,2,Premier League,e59ddc76 415ce479 fd962109 b3bf8d09
b2626673,Jay Stansfield,Midfielder Forward,Right,180,22,England,ec79b7c2,19,3,38,Premier League,05791fbc 415ce479 fd962109 ec79b7c2
8b529245,Carlos Vinicius,Forward,Left,190,30,Brazil,fd962109,0,0,3,Premier League,e334d850 eea856da a77c513e fd962109 ecd11ca2 fd6114db 361ca564
2835bfe1,Samuel Amissah,Defender,None,None,18,England,b3bf8d09,0,0,0,Premier League,fd962109 b3bf8d09
778ef829,Daniel Munoz,Defender Midfielder,Right,183,29,Colombia,47c64c55,4,5,37,Premier League,e0b973a6 47c64c55 1e972a99 6466f662
e5a76dfe,Dean Henderson,Goalkeeper,Right,188,28,England,47c64c55,0,0,38,Premier League,b435dbf5 e4a775cb 92aca032 19538871 47c64c55 a18a87d7 1df6b87e
d0706b27,Marc Guehi,Defender,Right,182,24,England,47c64c55,3,2,34,Premier League,fb10988f 47c64c55 cff3d9bb 09080694
277c49ed,Maxence Lacroix,Defender,Right,190,25,France,47c64c55,1,1,35,Premier League,b9cd3c9a 4eaa11d7 47c64c55
5cbd1eb0,Tyrick Mitchell,Defender Midfielder,Left,175,25,England,47c64c55,0,5,37,Premier League,47c64c55 62c221d0
50e6dc35,Jean-Philippe Mateta,Forward,Right,192,27,France,47c64c55,14,2,37,Premier League,fbb59f3a a224b06a 5c2737db d53c0b06 47c64c55 62c221d0
ae4fc6a4,Eberechi Eze,Midfielder Forward,Right,173,26,England,47c64c55,8,8,34,Premier League,43c2583e 47c64c55 a757999c 62c221d0
bfdb33aa,Ismaila Sarr,Midfielder Forward,Right,180,27,Senegal,47c64c55,8,6,38,Premier League,5725cc7b 47c64c55 b3072e00 2abfe087 f83960ae
9b5ce51a,Jefferson Lerma,Midfielder,Right,179,30,Colombia,47c64c55,0,1,33,Premier League,5d3835bb 47c64c55 9800b6a1 4ba7cbea
0a3d6d2b,Chris Richards,Defender,Right,188,25,United States,47c64c55,1,0,24,Premier League,033ea6b8 fbb59f3a 054efa67 47c64c55 a4a1c462 9133b975
a0666d3e,Will Hughes,Midfielder,Left,185,30,England,47c64c55,0,3,33,Premier League,2abfe087 26ab47ee 47c64c55 fbb59f3a
15b287da,Daichi Kamada,Midfielder Forward,Right,180,28,Japan,47c64c55,0,0,34,Premier League,7213da33 f0ac8ee6 b363e21f 47c64c55 80328a1e
4b542852,Adam Wharton,Midfielder,Left,182,20,England,47c64c55,0,2,20,Premier League,47c64c55 e090f40b b4c2d36f b6e0c777
a53649b7,Eddie Nketiah,Forward,Right,175,25,England,47c64c55,3,1,29,Premier League,5bfb9659 18bb7c10 47c64c55 ad0e69a2
5515376c,Trevoh Chalobah,Defender Midfielder,Right,190,25,England,cff3d9bb,3,1,29,Premier League,f5922ca5 b74092de cff3d9bb 09080694 47c64c55 d2c87802 de731359
0442183b,Nathaniel Clyne,Defender,Right,175,34,England,47c64c55,0,0,13,Premier League,33c895d4 4ba7cbea 47c64c55 822bd0ba 071dd6bd 62c221d0
6c2b66fc,Justin Devenny,Midfielder,None,None,21,Northern Ireland,47c64c55,1,1,23,Premier League,5d817a64 47c64c55 fbb59f3a
ce4f40c7,Cheick Doucoure,Midfielder,Right,180,25,Mali,47c64c55,0,0,13,Premier League,fd4e0f7d 47c64c55
d2424d1b,Ben Chilwell,Defender Midfielder,Left,178,28,England,47c64c55,1,0,8,Premier League,f5922ca5 90773bc8 cff3d9bb a2d435b3 47c64c55 de731359
4a51ba65,Matt Turner,Goalkeeper,Right,191,30,United States,47c64c55,0,0,0,Premier League,56f799dc 3c079def e4a775cb 47c64c55 18bb7c10
87189f25,Romain Esse,Midfielder Forward,Left,None,20,England,47c64c55,5,2,31,Premier League,47c64c55 e3c537a1
b3b9b8b8,Chadi Riad,Defender,None,186,21,Morocco,47c64c55,0,0,1,PL2,fbb59f3a fc536746 206d90db 47c64c55 9ec5e2c9
3312f911,Jeffrey Schlupp,Defender Midfielder Forward,Left,178,32,Ghana,b81aa4fa,1,1,27,Premiership,90773bc8 a2d435b3 47c64c55 b81aa4fa cd051869
0562b7f1,Odsonne Edouard,Forward,Right,187,27,France,a2d435b3,0,0,6,Premier League,3f8c4b5f a2d435b3 e2d8892c 47c64c55 b81aa4fa
e34fc66d,Joachim Andersen,Defender,Right,190,28,Denmark,fd962109,0,0,30,Premier League,8ff9e3b3 7cae8c7d d53c0b06 47c64c55 fd962109 a1f721d3
8a7ff278,Joel Ward,Defender Midfielder,Right,188,35,England,47c64c55,0,0,2,Premier League,47c64c55 76ffc013 4ba7cbea
077faf72,Matheus Franca,Forward,None,None,21,Brazil,47c64c55,1,0,4,PL2,47c64c55 fbb59f3a 639950ae
c80f8c9d,Caleb Kporha,Defender,None,None,18,England,fbb59f3a,0,0,2,Premier League,47c64c55 fbb59f3a
da052c14,Jordan Ayew,Midfielder Forward,Right,182,33,Ghana,a2d435b3,5,0,31,Premier League,b9cd3c9a 8602292d 5725cc7b 47c64c55 a2d435b3 d2c87802 fb10988f
6a10efb3,Asher Agbinone,Midfielder,None,None,19,England,5f01284a,0,0,8,League Two,5f01284a 47c64c55 fbb59f3a
9e5708be,Sam Johnstone,Goalkeeper,Right,191,32,England,8cec06e1,0,0,7,Premier League,22df8478 d96bbc04 8602292d 60c6b05f 92aca032 19538871 8cec06e1 47c64c55 bd5179b9 03d10d77 3149e189
8e526344,Franco Umeh-Chibueze,Midfielder,None,None,20,Republic of Ireland,fbb59f3a,0,0,0,PL2,47c64c55 fbb59f3a
49375cdd,Kaden Rodney,Defender Midfielder,None,None,20,England,fbb59f3a,0,0,0,PL2,47c64c55 62c221d0 fbb59f3a
a6c58494,Naouirou Ahamada,Midfielder,Right,183,23,France,b3072e00,0,0,3,Ligue 1,47c64c55 b3072e00 598bc722
27f4f772,Remi Matthews,Goalkeeper,Right,184,31,England,47c64c55,0,0,0,Premier League,445d3104 b09787c5 47c64c55 fff2fd6b 32a1480e 03d10d77 8ef52968 7a899329 dd289621 62c221d0
6baa90d0,Zachariah Marsh,Forward,None,None,19,England,fbb59f3a,0,0,0,Premier League,47c64c55 fbb59f3a
d79a8c87,Rob Holding,Defender,Right,183,29,England,1df6b87e,0,1,10,PL2,445d3104 fbb59f3a ad0e69a2 cbc02110 47c64c55 18bb7c10 1df6b87e
6eaed4eb,Florian Lejeune,Defender Midfielder,Right,188,34,France,98e8af82,2,3,37,La Liga,2a8183b3 70f96e85 91df880d 9024a00a b2b47a98 8d6fd021 98e8af82 408a9724 fb08dbb3 bea5c710
b1b99435,Andrei Ratiu,Defender,Right,183,26,Romania,98e8af82,2,3,35,La Liga,2a8183b3 4e7459b7 98e8af82 c6c493e6
fc627681,Augusto Batalla,Goalkeeper,Right,185,29,Argentina,98e8af82,0,0,32,La Liga,42a1ab8b a0435291 0e92bf17 5049d576 ef99c78c 98e8af82 f052bc76 66da6009
38ce1150,Jorge de Frutos,Midfielder Forward,Right,173,28,Spain,98e8af82,6,3,36,La Liga,9800b6a1 98e8af82 17859612
90bbd822,Alvaro Garcia,Midfielder Forward,Left,168,32,Spain,98e8af82,4,5,36,La Liga,a0435291 ee7c297c 98e8af82 dee3bbc8
63c5e56b,Pep Chavarria,Defender Midfielder,Left,174,27,Spain,98e8af82,0,1,34,La Liga,98e8af82 800303a0
9a0408b6,Pathe Ciss,Midfielder,Right,178,31,Senegal,98e8af82,4,1,33,La Liga,98e8af82 44b79033
49dbab27,Isaac Palazon Camacho,Midfielder Forward,Left,169,30,Spain,98e8af82,4,4,35,La Liga,ffbaa3d2 98e8af82
5487adcd,Abdul Mumin,Defender,Right,188,26,Ghana,98e8af82,2,1,24,La Liga,3f319bc9 98e8af82 1850e3f9
592f3158,Oscar Valentin,Midfielder,Right,177,30,Spain,98e8af82,0,0,34,La Liga,98e8af82 fef8ad9e
db8f0eba,Adri Embarba,Midfielder Forward,Right,173,33,Spain,98e8af82,1,1,35,La Liga,78ecf4bb a8661628 98e8af82
88050721,Unai Lopez,Midfielder,Right,169,29,Spain,98e8af82,3,1,32,La Liga,98e8af82 2b390eca 63f04c5e 7c6f2c78
cee88597,Ivan Balliu,Defender,Right,175,33,Albania,98e8af82,0,0,25,La Liga,78ecf4bb ea1d7427 98e8af82 0d36ddd4 f83960ae
eea5130e,Pedro Diaz,Midfielder,None,180,26,Spain,98e8af82,3,0,26,La Liga,123f3efe 98e8af82 bb9efd50
132ac341,Aridane Hernandez,Defender,Right,186,36,Spain,98e8af82,0,0,14,La Liga,98e8af82 03c57e2b ee7c297c
a6103274,Randy Nteka,Midfielder Forward,Left,189,27,Angola,98e8af82,3,0,24,La Liga,6c8b07df 98e8af82 44b79033
873619c6,Sergio Camello,Forward,Right,177,24,Spain,98e8af82,3,2,23,La Liga,3640715c db3b9613 98e8af82
db001fa9,Alfonso Espino,Defender,Left,171,33,Uruguay,98e8af82,0,1,16,La Liga,26ebba72 98e8af82 ee7c297c
ac454a4f,Gerard Gumbau,Midfielder,Left,187,30,Spain,98e8af82,0,1,22,La Liga,6c8b07df a0435291 ea1d7427 9024a00a 98e8af82 206d90db 7c6f2c78
e1846dde,Cardenas,Goalkeeper,Right,186,28,Spain,98e8af82,0,0,6,La Liga,9800b6a1 98e8af82
fc647b34,Oscar Trejo,Midfielder Forward,Right,177,37,Argentina,98e8af82,1,0,19,La Liga,6c8b07df 98e8af82 3f8c4b5f 2aa12281 bb9efd50
32974271,Sergi Guardiola,Midfielder Forward,Left,187,33,Spain,98e8af82,0,0,16,La Liga,a0435291 045c971f ee7c297c 98e8af82 17859612 a4302376 7848bd64 6009ff35
ce46e850,Pelayo Fernandez,Defender,None,None,22,Spain,98e8af82,0,0,2,La Liga,98e8af82
715bf047,James Rodriguez,Midfielder Forward,Left,180,33,Colombia,fd7dad55,2,6,22,Liga MX,5f232eb1 054efa67 98e8af82 5e876ee6 fd7dad55 d3fd31cc fd6114db 2fdb4aef 53a2f082
02ef8778,Raul de Tomas,Forward,Right,180,30,Spain,98e8af82,0,0,2,La Liga,98e8af82 17859612 a77c513e 1b286de7 a8661628 6009ff35 53a2f082
7ecd41a2,Etienne Eto'o,Forward,None,None,22,Cameroon,98e8af82,0,0,2,La Liga,98e8af82
26ff6313,Marco de las Sias,Defender,None,None,19,Spain,98e8af82,0,0,0,None,98e8af82
